LEAID,NAME,STATE_STATECODE
2507890,Millbury,MA
601802,California Virtual Academy San Mateo District,CA
3631740,WORCESTER CENTRAL SCHOOL DISTRICT,NY
1921060,North Winneshiek Comm School District,IA
3800045,ELGIN-NEW LEIPZIG 49,ND
3023520,Savage Elem,MT
2507920,Millis,MA
4828890,MANOR ISD,TX
3400810,Alloway Twp School District,NJ
1701387,Western CUSD 12,IL
1601980,MARSING JOINT DISTRICT,ID
1921090,Northeast Comm School District,IA
3023550,Savage H S,MT
2507980,Milton,MA
3800046,MOTT-REGENT 1,ND
3600055,MERRICK ACADEMY-QUEENS PUBLIC CHARTER SCHOOL,NY
601803,Valley Oak Charter District,CA
3400840,Alpha Borough School District,NJ
4828920,MANSFIELD ISD,TX
3023670,Scobey K-12 Schools,MT
1701388,Dallas ESD 327,IL
1921120,Northeast Hamilton Comm School District,IA
2507985,Minuteman Regional Vocational Technical,MA
1602030,MCCALL-DONNELLY JOINT SCHOOL DISTRICT,ID
3023730,Seeley Lake Elem,MT
3400870,Alpine Elementary School District,NJ
3800047,TGU 60,ND
2507990,Mohawk Trail,MA
601804,Extera Public District,CA
1921210,Northwood-Kensett Comm School District,IA
4828980,MARATHON ISD,TX
3631800,WYANDANCH UNION FREE SCHOOL DISTRICT,NY
3023900,Shelby Elem,MT
2508040,Monson,MA
1701389,S Will Co Coop for Spec Ed,IL
3400900,Andover Regional School District,NJ
3023910,Shelby H S,MT
3800048,RICHARDTON-TAYLOR 34,ND
1921240,Norwalk Comm School District,IA
1602060,MEADOWS VALLEY DISTRICT,ID
4829010,MARBLE FALLS ISD,TX
3400930,Asbury Park School District,NJ
3023940,Shepherd Elem,MT
2508050,Montachusett Regional Vocational Technical,MA
601805,California Virtual Academy @ San Diego District,CA
1701390,Flanagan-Cornell Dist 74,IL
3600057,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,NY
3800049,FESSENDEN-BOWDON 25,ND
1921600,Odebolt Arthur Battle Creek Ida Grove Comm School District,IA
3023970,Shepherd H S,MT
2508160,Mount Greylock,MA
3400960,Atlantic City School District,NJ
1602070,MELBA JOINT DISTRICT,ID
4829040,MARFA ISD,TX
601806,iLEAD Online District,CA
3024150,Sheridan Elem,MT
2508220,Nahant,MA
1921630,Oelwein Comm School District,IA
1701391,Wilmette Comm Sp Ed Agreement,IL
3631830,WYNANTSKILL UNION FREE SCHOOL DISTRICT,NY
3400990,Atlantic County Vocational School District,NJ
3800050,MOHALL-LANSFORD-SHERWOOD 1,ND
2508250,Nantucket,MA
3024180,Sheridan H S,MT
4829100,MARION ISD,TX
1602100,JOINT SCHOOL DISTRICT NO. 2,ID
1921660,Ogden Comm School District,IA
3024200,Sidney Elem,MT
2508280,Narragansett,MA
601807,University Prep - San Bernardino District,CA
3401020,Atlantic Highlands School District,NJ
3600059,RENAISSANCE CHARTER SCHOOL,NY
1701392,Southwest Cook Coop Spec Ed,IL
4829130,MARLIN ISD,TX
3800051,GRAND FORKS AFB 140,ND
1921720,Olin Consolidated School District,IA
2508310,Nashoba,MA
3024230,Sidney H S,MT
1602130,MIDDLETON DISTRICT,ID
3401050,Audubon Public School Disrict,NJ
3024300,Sun River Valley Elem,MT
3631860,WYOMING CENTRAL SCHOOL DISTRICT,NY
601808,High Tech Middle District,CA
1921810,Orient-Macksburg Comm School District,IA
2508320,Nashoba Valley Regional Vocational Technical,MA
1701393,Grundy County Spec Educ Coop,IL
3401110,Avalon School District,NJ
1602160,MIDVALE DISTRICT,ID
3800052,CENTER-STANTON 1,ND
4829160,MARSHALL ISD,TX
3024330,Simms H S,MT
2508340,Natick,MA
1921840,Osage Comm School District,IA
3401140,AVON BORO SCHOOL DISTRICT,NJ
3600060,RIVERHEAD CHARTER SCHOOL,NY
2508370,Needham,MA
3024690,Spring Creek Colony Elem,MT
601809,San Diego Cooperative Charter District,CA
1701394,Des Plaines Valley EFE,IL
4829190,MART ISD,TX
3800053,CARRINGTON 49,ND
1921870,Oskaloosa Comm School District,IA
1602190,MINIDOKA COUNTY JOINT DISTRICT,ID
5900026,Naa Tsis'aan,AZ
2508430,New Bedford,MA
3024780,Springdale Elem,MT
5900029,Hopi Day School,AZ
1922110,Ottumwa Comm School District,IA
3631920,YONKERS CITY SCHOOL DISTRICT,NY
3024810,Springhill Elem,MT
4829220,MARTINS MILL ISD,TX
3800054,NORTH BORDER 100,ND
2508440,Greater New Bedford Regional Vocational Technical,MA
1602220,MOSCOW DISTRICT,ID
1701395,Mercer County School District 404,IL
601810,California Virtual Academy at Sutter District,CA
5900030,Santa Rosa Day School,AZ
3024930,St Regis K-12 Schools,MT
1922380,Paton-Churdan Comm School District,IA
2508530,New Salem-Wendell,MA
4829250,MARTINSVILLE ISD,TX
5900032,Cottonwood Day School,AZ
3024990,Stanford K-12 Schools,MT
3600061,SISULU-WALKER CHARTER SCHOOL OF HARLEM,NY
1922440,Pekin Comm School District,IA
3800055,FT YATES SPECIAL ED UNIT,ND
1602250,MOUNTAIN HOME DISTRICT,ID
2508580,Newburyport,MA
5900035,Red Rock Day School,AZ
3025020,Stevensville Elem,MT
1701396,Coop Assoc for Spec Educ,IL
4829280,MASON ISD,TX
601811,Cottonwood Creek Charter District,CA
2508610,Newton,MA
1922470,Pella Comm School District,IA
3631950,YORK CENTRAL SCHOOL DISTRICT,NY
5900037,Tuba City Boarding School,AZ
3025050,Stevensville H S,MT
3800056,FORDVILLE-LANKIN 5,ND
2508640,Norfolk,MA
1602280,MULLAN DISTRICT,ID
601812,REACH District,CA
4829370,MATAGORDA ISD,TX
1922530,Perry Comm School District,IA
3025130,Centerville Elem,MT
5900040,Moencopi Day School,AZ
1701397,Paris Cooperative High School,IL
3600063,BRONX CHARTER SCHOOL FOR THE ARTS,NY
2508650,Norfolk County Agricultural,MA
3800057,LITCHVILLE-MARION 46,ND
3025140,Centerville H S,MT
5900043,Nazlini Community School,AZ
1923110,Pleasant Valley Comm School District,IA
1602310,MURTAUGH JOINT DISTRICT,ID
4829400,MATHIS ISD,TX
2508670,North Adams,MA
601813,Bellevue-Santa Fe Charter District,CA
3025320,Sunburst K-12 Schools,MT
1701398,Illinois Migrant Council,IL
5900049,Hunters Point Boarding School,AZ
3631980,YORKTOWN CENTRAL SCHOOL DISTRICT,NY
2508700,North Andover,MA
1923160,Pleasantville Comm School District,IA
3800058,LEWIS AND CLARK 161,ND
3025380,Sunset Elem,MT
4829460,MAUD ISD,TX
1602340,NAMPA SCHOOL DISTRICT,ID
2508730,North Attleborough,MA
5900052,Chilchinbeto Community School,AZ
601814,Barona Indian Charter District,CA
1701399,Parkland Coll Dist #505,IL
3025470,Superior K-12 Schools,MT
1923190,Pocahontas Area Comm School District,IA
4829520,MAY ISD,TX
2508760,North Brookfield,MA
1602370,NEW PLYMOUTH DISTRICT,ID
5900062,Wide Ruins Community School,AZ
3600066,FAMILY LIFE ACADEMY CHARTER SCHOOL I,NY
3800059,NEW ROCKFORD-SHEYENNE 2,ND
3025500,Swan River Elem,MT
2508790,North Middlesex,MA
1923340,Postville Comm School District,IA
3025530,Swan Valley Elem,MT
5900063,Kayenta Community School,AZ
4829580,MAYPEARL ISD,TX
1701400,Southland College Prep Chtr HS,IL
2508820,North Reading,MA
601815,Leadership Public Schools - Hayward District,CA
1602400,NEZPERCE JOINT DISTRICT,ID
1924000,Red Oak Comm School District,IA
3800060,BARNES COUNTY NORTH 7,ND
5900065,Cove Day School,AZ
3025560,Sweet Grass County H S,MT
3632010,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,NY
2508850,Northampton,MA
4829670,MCALLEN ISD,TX
1701403,North Mac CUSD 34,IL
5900072,Hopi Jr/Sr High School,AZ
3025890,Target Range Elem,MT
1924120,Remsen-Union Comm School District,IA
1602430,NORTH GEM DISTRICT,ID
2508860,Northampton-Smith Vocational Agricultural,MA
3800061,ENDERLIN AREA 24,ND
3600067,GLOBAL CONCEPTS CHARTER SCHOOL,NY
601816,Urban Montessori Charter District,CA
4829700,MCCAMEY ISD,TX
1701404,Odin PSD 722,IL
3025950,Terry K-12 Schools,MT
5900076,John F Kennedy Day School,AZ
2508880,Northborough,MA
1924150,Riceville Comm School District,IA
1602460,NOTUS DISTRICT,ID
3026070,Thompson Falls Elem,MT
2508910,Northboro-Southboro,MA
3800389,KIDDER COUNTY 1,ND
4829760,MCDADE ISD,TX
5900079,Jeehdeez'a Elementary School,AZ
1924660,Rock Valley Comm School District,IA
3026100,Thompson Falls H S,MT
3680100,ALBANY-SCHOHARIE-SCHENECTADY-SARATOGA BOCES,NY
2508940,Northbridge,MA
1602490,ONEIDA COUNTY DISTRICT,ID
601817,Harriet Tubman Village Charter District,CA
5900082,Second Mesa Day School,AZ
1701408,South Macoupin Association,IL
1924870,Roland-Story Comm School District,IA
3026160,Three Forks Elem,MT
4829820,MCGREGOR ISD,TX
3800390,NORTH STAR 10,ND
2508950,Northern Berkshire Regional Vocational Technical,MA
5900086,Santa Rosa Ranch School,AZ
3026190,Three Forks H S,MT
3600068,HARLEM PREP CHARTER SCHOOL,NY
1602520,OROFINO JOINT DISTRICT,ID
1924960,Rudd-Rockford-Marble Rk Comm School District,IA
4829850,MCKINNEY ISD,TX
1701409,Williamson Co CTE System,IL
3026400,Trail Creek Elem,MT
5900088,Pinon Community School,AZ
601818,High Tech High North County District,CA
2508960,Northeast Metropolitan Regional Vocational Technical,MA
1925050,Ruthven-Ayrshire Comm School District,IA
1602550,PARMA DISTRICT,ID
3680140,BROOME-DELAWARE-TIOGA BOCES,NY
3026460,Trego Elem,MT
2509000,Norton,MA
4829880,MCLEAN ISD,TX
5900089,Rocky Ridge Boarding School,AZ
3800391,MISSOURI RIVER AREA CAREER & TECHNICAL CENTER,ND
1925200,St Ansgar Comm School District,IA
2509030,Norwell,MA
3026490,Trinity Elem,MT
1701410,Horizon Science Acad-McKinley Pk,IL
3600070,SOUTHSIDE ACADEMY CHARTER SCHOOL,NY
1602580,PAYETTE JOINT DISTRICT,ID
5900099,Dennehotso Boarding School,AZ
601819,Conservatory of Vocal/Instrumental Arts High District,CA
2509060,Norwood,MA
4829910,MCLEOD ISD,TX
1925320,Saydel Comm School District,IA
3026520,Trout Creek Elem,MT
3800392,NEW SALEM-ALMONT 49,ND
3680150,CATTARAUGUS-ALLEGANY-ERIE-WYOMING BOCES,NY
2509090,Edgartown,MA
5900102,Black Mesa Community School,AZ
3026550,Troy Elem,MT
1602640,POCATELLO DISTRICT,ID
1925380,Schaller-Crestland Comm School District,IA
1701411,East Coloma - Nelson CESD 20,IL
4829940,MCMULLEN COUNTY ISD,TX
5900109,Kin Dah Lichi'i Olta,AZ
3026580,Troy H S,MT
3600071,BUFFALO UNITED CHARTER SCHOOL,NY
2509140,Old Colony Regional Vocational Technical,MA
3800394,JAMESTOWN SPECIAL ED UNIT,ND
601820,Lemoore Online College Preparatory High District,CA
1925410,Schleswig Comm School District,IA
5900110,Leupp School Inc.,AZ
3026640,Turner Elem,MT
3680180,CAYUGA-ONONDAGA BOCES,NY
2509150,Old Rochester,MA
4830000,MEADOW ISD,TX
1602670,POST FALLS DISTRICT,ID
1701412,Horizon Science Acad-Belmont,IL
1925590,Sergeant Bluff-Luton Comm School District,IA
3026670,Turner H S,MT
5900112,Lukachukai Community School,AZ
2509180,Orange,MA
3600073,ENTERPRISE CHARTER SCHOOL,NY
601821,Aspire Antonio Maria Lugo Academy District,CA
3800395,ROUGHRIDER AREA CAREER & TECHNICAL CENTER,ND
4830030,MEDINA ISD,TX
1602700,POTLATCH DISTRICT,ID
2509210,Orleans,MA
3026730,Twin Bridges K-12 Schools,MT
5900120,Salt River Elementary School,AZ
1925620,Seymour Comm School District,IA
1701413,Abingdon-Avon CUSD 276,IL
3680220,CLINTON-ESSEX-WARREN-WASHINGTON BOCES,NY
2509270,Oxford,MA
3026880,Ulm Elem,MT
4830060,MEDINA VALLEY ISD,TX
1925920,West Fork Comm School District,IA
601822,Antioch Charter Academy II District,CA
5900121,First Mesa Elementary School,AZ
2509300,Palmer,MA
3027060,Valier Elem,MT
3600076,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,NY
3800396,JAMES RIVER SPECIAL ED COOPERATIVE,ND
1602730,PRAIRIE ELEMENTARY DISTRICT,ID
1701414,Rural Champaign Co Spec Ed Coop,IL
3027090,Valier H S,MT
5900122,Rock Point Community School,AZ
1925980,Sheldon Comm School District,IA
4830120,MELISSA ISD,TX
2509310,Pathfinder Regional Vocational Technical,MA
3680260,DELAWARE-CHENANGO-MADISON-OTSEGO BOCES,NY
3027150,Valley View Elem,MT
1602760,RICHFIELD DISTRICT,ID
2509360,Peabody,MA
5900128,Shonto Preparatory School,AZ
3800397,VALLEY-EDINBURG 118,ND
1926070,Shenandoah Comm School District,IA
3680280,DUTCHESS BOCES,NY
601823,Gorman Learning Charter San Bernardino/Santa Clarita DIST,CA
1701415,STEM Partnership School,IL
3027270,Victor K-12 Schools,MT
4830180,MEMPHIS ISD,TX
2509390,Pelham,MA
5900131,Hotevilla Bacavi Community School,AZ
1602790,RIRIE JOINT DISTRICT,ID
1926250,Sidney Comm School District,IA
3027340,Vida Elem,MT
2509420,Pembroke,MA
3600077,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,NY
3800398,BISMARCK CAREER ACADEMY,ND
1701416,Milford Area PSD 124,IL
5900132,Theodore Roosevelt School,AZ
3027570,West Valley Elem,MT
601824,Higher Learning Academy District,CA
3680300,ERIE 1 BOCES,NY
632340,Kashia Elementary,CA
1926280,Sigourney Comm School District,IA
2509450,Pentucket,MA
1602820,ROCKLAND DISTRICT,ID
3027630,West Yellowstone K-12,MT
5900133,Greyhills Academy High School,AZ
2509540,Petersham,MA
1926370,Sioux Center Comm School District,IA
3027730,Westby K-12 Schools,MT
3600078,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,NY
632370,Rialto Unified,CA
1701417,Bluford Unit School District 318,IL
1602850,SALMON DISTRICT,ID
5900139,Dilcon Community School,AZ
3800399,GREAT NORTHWEST AREA CAREER & TECHNICAL CENTER,ND
601825,Opportunities for Learning - Duarte District,CA
2509600,Pioneer Valley,MA
3027740,Whitefish Elem,MT
1926400,Sioux City Comm School District,IA
3680320,ERIE 2-CHAUTAUQUA-CATTARAUGUS BOCES,NY
2509630,Pittsfield,MA
3027790,Whitefish H S,MT
5900142,Blackwater Community School,AZ
1701418,Salt Fork CUSD 512,IL
632400,Richfield Elementary,CA
1926580,Solon Comm School District,IA
1602910,SHELLEY JOINT DISTRICT,ID
2509690,Plainville,MA
3600079,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,NY
3027810,Whitehall Elem,MT
601826,Aspire Vanguard College Preparatory Academy District,CA
5900145,Dishchii'bikoh Community School,AZ
3800400,GRAND FORKS AREA CAREER & TECHNICAL CENTER,ND
2509720,Plymouth,MA
1926640,South Hamilton Comm School District,IA
3027840,Whitehall H S,MT
632430,Richgrove Elementary,CA
3680340,FRANKLIN-ESSEX-HAMILTON BOCES,NY
1701419,Spring Garden CCSD 178,IL
2509780,Plympton,MA
1602940,SHOSHONE JOINT DISTRICT,ID
5900148,Many Farms Community School,AZ
3027930,Whitewater K-12 Schools,MT
1926670,South Page Comm School District,IA
601827,Bay Area Technology District,CA
2509840,Provincetown,MA
3800401,PARK RIVER AREA 8,ND
3600080,HARLEM VILLAGE ACADEMY WEST CHARTER SCHOOL,NY
5900152,Pine Springs Day School,AZ
632520,Richmond Elementary,CA
1701420,Exceptional Learners,IL
1926730,South Tama County,IA
3028020,Wibaux K-12 Schools,MT
1602970,SNAKE RIVER DISTRICT,ID
2509870,Quincy,MA
5900156,San Simon School,AZ
3680380,OTSEGO-DELAWARE-SCHOHARIE-GREENE BOCES,NY
3028140,Willow Creek Elem,MT
2509900,Ralph C Mahar,MA
1926790,South Winneshiek Comm School District,IA
632550,West Contra Costa Unified,CA
5900159,Little Singer Community School,AZ
601828,Journey District - Riverside County Office of Education,CA
3028170,Willow Creek H S,MT
2509930,Randolph,MA
3800402,CASS COUNTY CAREER & TECHNICAL CENTER,ND
3600081,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,NY
1603000,SODA SPRINGS JOINT DISTRICT,ID
1701421,Northwest Sp Ed Cooperative,IL
1926820,Southeast Polk Comm School District,IA
5900161,Many Farms High School,AZ
3028380,Winifred K-12 Schools,MT
2509990,Reading,MA
632610,Rim of the World Unified,CA
3680400,HAMILTON-FULTON-MONTGOMERY BOCES,NY
3028470,Winnett K-12 Schools,MT
2510050,Revere,MA
1926850,Southeast Warren Comm School District,IA
5900165,Havasupai Elementary School,AZ
3800403,MINOT SPECIAL ED UNIT,ND
1603030,SOUTH LEMHI DISTRICT,ID
601829,Big Picture Educational Academy District,CA
1701422,Woodlawn Unit School District 209,IL
3028500,Wisdom Elem,MT
2510080,Richmond,MA
3600082,KIPP STAR COLLEGE PREP CHARTER,NY
2302510,Appleton Public Schools,ME
5900168,T'iis Nazbas Community School,AZ
632640,Rincon Valley Union Elementary,CA
3028550,Wolf Creek Elem,MT
2510140,Rochester,MA
3800825,NEWBURG-UNITED 54,ND
2302610,Auburn Public Schools,ME
3680420,HERKIMER-FULTON-HAMILTON-OTSEGO BOCES,NY
1603060,ST MARIES JOINT DISTRICT,ID
5900169,Tohono O`odham High School,AZ
601830,EJE Elementary Academy Charter District,CA
3028590,Wolf Point Elem,MT
2510170,Rockland,MA
1701423,LEARN 9 Chtr  Campus in Waukegan,IL
2302640,Augusta Public Schools,ME
5900170,Tonalea Day School,AZ
3801760,ALEXANDER 2,ND
3600083,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,NY
2510200,Rockport,MA
3028620,Wolf Point H S,MT
632710,Rio Bravo-Greeley Union Elementary,CA
2302730,Baileyville Public Schools,ME
1603090,SUGAR-SALEM JOINT DISTRICT,ID
5900171,Rough Rock Community School,AZ
2510230,Rowe,MA
3028650,Woodman Elem,MT
601831,Gilroy Prep (a Navigator School) District,CA
3680440,JEFFERSON-LEWIS-HAMILTON-HERKIMER-ONEIDA BOCES,NY
1701424,Betty Shabazz  Internl Chrtr Sch,IL
2302820,Bangor Public Schools,ME
2510380,Salem,MA
3801950,ANAMOOSE 14,ND
632730,Rio Dell Elementary,CA
5900175,Keams Canyon Elementary School,AZ
3028770,White Sulphur Spgs K-12,MT
2510470,Sandwich,MA
3600084,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,NY
2302850,Bar Harbor Public Schools,ME
1603120,SWAN VALLEY ELEMENTARY DISTRICT,ID
3028800,Wyola Elem,MT
5900180,Kaibeto Boarding School,AZ
2510500,Saugus,MA
1701425,School Assn For Special Educ,IL
3028830,Yaak Elem,MT
3802014,APPLE CREEK 39,ND
632760,Rio Elementary,CA
601832,Kairos Public School Vacaville Academy District,CA
3680460,GENESEE VALLEY BOCES,NY
2510530,Savoy,MA
2302880,Baring Plt Public Schools,ME
5900182,Greasewood Springs Community School Inc,AZ
1603180,TETON COUNTY DISTRICT,ID
3028860,Yellowstone Academy Elem,MT
2510560,Scituate,MA
3680480,MADISON-ONEIDA BOCES,NY
2302950,Beals Public Schools,ME
1701426,Amandla Charter School,IL
3802170,ASHLEY 9,ND
632880,Ripon Unified,CA
5900186,Casa Blanca Community School,AZ
3028910,Zurich Elem,MT
2510590,Seekonk,MA
2302960,Beaver Cove Public Schools,ME
3600085,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,NY
1603210,THREE CREEK JOINT ELEMENTARY DISTRICT,ID
601833,PUC CALS Middle School and Early College High District,CA
3028911,Rocky Boy H S,MT
5900192,Gila Crossing Community School,AZ
3802240,BAKKER 10,ND
1701427,Coop Assoc for Spec Educ,IL
3680500,MONROE 1 BOCES,NY
633110,River Delta Joint Unified,CA
2302980,Beddington Public Schools,ME
3805670,EARL 18,MT
5900193,Seba Dalkai Boarding School,AZ
1603240,TWIN FALLS DISTRICT,ID
3820340,YELLOWSTONE 14,MT
3802380,BEACH 3,ND
3600086,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,NY
2303150,Biddeford Public Schools,ME
601834,University High District,CA
633150,Riverside Unified,CA
4210860,Governor Mifflin SD,PA
1701428,Plano Area Special Ed Coop,IL
5500013,Lake Country School District,WI
3680520,MONROE 2-ORLEANS BOCES,NY
1603270,VALLEY DISTRICT,ID
2303210,Blue Hill Public Schools,ME
4210870,Great Valley SD,PA
3802530,BELCOURT 7,ND
5500016,Blair-Taylor School District,WI
633210,Roberts Ferry Union Elementary,CA
2303290,Boothbay-Boothbay Hbr CSD,ME
3600087,NEW YORK CITY GEOGRAPHIC DISTRICT #10,NY
1701429,IL Dept of Chldrn and Family Svcs,IL
4210920,Greensburg Salem SD,PA
1603300,WALLACE DISTRICT,ID
601835,Alliance Marine - Innovation and Techn 6-12 Complex District,CA
3802840,BILLINGS CO 1,ND
5500017,River Ridge School District,WI
4210950,Greater Johnstown SD,PA
2303390,Bowerbank Public Schools,ME
3680540,NASSAU BOCES,NY
633240,Robla Elementary,CA
5500018,Brown Co CDEB,WI
1603330,WEISER DISTRICT,ID
1701430,Career Preparation Network,IL
3803060,BOTTINEAU 1,ND
4210970,Greater Johnstown CTC,PA
2303480,Bremen Public Schools,ME
3680560,ONEIDA-HERKIMER-MADISON BOCES,NY
2510615,Shawsheen Valley Regional Vocational Technical,MA
5500019,Marathon Co CDEB,WI
601836,School of Universal Learning (SOUL) District,CA
633270,Rockford Elementary,CA
4210980,Greater Latrobe SD,PA
2303510,Brewer Public Schools,ME
1603360,WENDELL DISTRICT,ID
2510620,Sharon,MA
5500021,Walworth Co CDEB,WI
3600088,NEW YORK CITY GEOGRAPHIC DISTRICT #11,NY
3803090,BOWBELLS 14,ND
4211010,Greencastle-Antrim SD,PA
1701431,Bronzeville Academy Chtr School,IL
2303600,Bristol Public Schools,ME
2510710,Sherborn,MA
5500022,Cooperative Ed Serv Agcy 01,WI
633390,Romoland Elementary,CA
1603400,WEST JEFFERSON DISTRICT,ID
601837,Camino Nuevo Charter Academy #4 District,CA
3680580,ONONDAGA-CORTLAND-MADISON BOCES,NY
2510770,Shrewsbury,MA
3803200,BOWMAN CO 1,ND
4211160,Greenville Area SD,PA
2303610,Brooklin Public Schools,ME
5500023,Cooperative Ed Serv Agcy 02,WI
2510800,Shutesbury,MA
